Vernon, Dursley
Petunia, Dursley
Dudley, Duddy
Lily
James
Harry, Potter
Voldemort, Lord, You-Know-Who
Jim McGuffin
secretary
Dumbledore, Albus
McGonagall, Minerva
Diggle
Pomfrey, Madam
Hagrid, Rubeus
Sirius
Marge, Aunt
Figg
Tibbles
Snowy
Mr Paws
Tufty
Yvonne
Piers Polkiss
A boa constrictor
Dennis
Malcolm
Gordon
Merlin
Mr Evans
Mrs Evans
Cornelius, Fudge
Miranda Goshawk
Bathilda, Bagshot
Adalbert Waffling
Emeric Switch
Phyllida Spore
Arsenus Jigger
Newton Scamander
Quentin Trimble
Tom
Doris Crockford
Quirrell
Griphook
Madam Malkin
Draco, Malfoy
Lucius, mr. malfoy
Narcissa, mrs. Malfoy
Vindictus Viridian
Hedwig
Ollivander
Ginny
Molly
Percy
Fred
George
Ron, Weasley
Neville, Longbottom
Lee, Jordan
Bill
Charlie
Arthur
Peter, Pettigrew
Cornelius Agrippa
Claudius Ptolemy
Gellert, Grindelwald
Nicolas, Flamel
Morgan le Fay
Hengist of Woodcroft
Alberic Grunnion
Circe
Paracelsus
Cliodna
Bertie Bott
Trevor
Hermione, Granger
Crabbe
Goyle
Hermes
Fat Friar
Peeves
Sorting, Hat
Hannah Abbott
Susan Bones
Terry Boot
Mandy Brocklehurst
Lavender Brown
Millicent Bulstrode
Justin Finch-Fletchley
Seamus Finnigan
Morag MacDougal
Lily Moon
Theodore Nott
Pansy Parkinson
Padma Patil
Parvati Patil
Sally-Anne Perks
Dean, Thomas
Lisa Turpin
Blaise, Zabini
Nearly Headless Nick
Bloody Baron
Algie
Enid
Snape, severus
Filch
Hooch
Fat Lady
Mrs Norris
Sprout
Cuthbert Binns
Emeric the Evil
Uric the Oddball
Flitwick
Fang
Oliver Wood
Helena Ravenclaw
Gregory the Smarmy
Fluffy
Baruffio
Angelina Johnson
Marcus Flint
Alicia Spinnet
Katie Bell
Miles Bletchley
Adrian Pucey
Terence Higgs
Madam Pince
Perenelle Flamel
Norbert
Ronan
Bane
Firenze
Unicorn
Elfric the Eager
Giant Squid